Sl_No,Kanoon_id,date
1965,71810974,10-Aug-15
1966,48829021,07-Jan-16
1967,982460,04-Dec-08
1968,74835337,25-Apr-14
1969,137697277,19-Jul-16
1970,172064382,22-Sep-09
1971,2950441,24-Sep-14
1972,108287588,29-Sep-16
1973,144919096,11-Sep-18
1974,445202,20-Apr-11
1975,1092651,12-May-09
1976,1370294,20-Jul-01
1977,12255169,01-Aug-11
1978,155919194,14-Nov-19
1979,170581702,29-Sep-16
1980,112278980,13-Aug-13
1981,429074,10-Aug-00
1982,122861477,04-Sep-13
1983,196587465,19-Jan-18
1984,1598039,26-Jun-08
1985,193151,27-Nov-06
1986,76735583,30-Jul-19
1987,160375359,26-Sep-19
1988,124217396,27-Jul-09
1989,93683001,05-Apr-04
1990,229797,13-Oct-00
1991,57658918,02-May-18
1992,7400174,14-Mar-19
1993,144682935,15-Jul-11
1994,71938084,26-Dec-12
1995,1986903,16-Nov-04
1996,39367332,22-Jul-19
1997,171783268,15-Feb-13
1998,1746156,07-May-03
1999,55471293,13-Mar-18
2000,4886500,04-Jan-18
2001,1992955,21-Jan-10
2002,6808274,11-Jan-19
2003,208328,30-Apr-86
2004,55354767,17-Nov-08
2005,153576863,11-Jan-19
2006,1175045,28-Jun-99
2007,70123167,18-Feb-13
2008,1604032,27-Apr-87
2009,170508192,06-Sep-12
2010,183551145,31-May-18
2011,82682614,12-Jun-13
2012,108659616,
2013,159143723,26-Dec-12
2014,102869534,12-Mar-97
2015,159437433,10-Dec-14
2016,46628196,01-Mar-12
2017,159292609,04-Dec-14
2018,170944,26-Nov-08
2019,59958653,31-May-12
2020,164570200,18-Mar-13
2021,33366533,06-Feb-19
2022,754349,21-Jan-10
2023,31716738,29-Oct-14
2024,16059052,13-Jan-20
2025,96492533,02-Sep-15
2026,50791162,19-Dec-14
2027,110554511,04-Apr-19
2028,199877251,11-Sep-17
2029,147096771,25-Aug-18
2030,22804379,09-Jan-20
2031,689690,14-Aug-07
2032,23959657,31-May-18
2033,112135177,11-Apr-19
2034,136834269,10-Oct-17
2035,121066106,16-Feb-11
2036,63784699,10-Feb-12
2037,1919353,14-Oct-99
2038,64804529,30-Mar-17
2039,192985378,20-Dec-17
2040,139282309,18-Aug-17
2041,64720306,23-Dec-14
2042,111640634,21-Nov-16
2043,180778161,29-Jan-98
2044,179377492,13-Nov-19
2045,292062,15-Jun-01
2046,62936808,06-Apr-11
2047,751514,30-May-08
2048,104659281,14-Jan-15
2049,56697688,12-Aug-13
2050,89196,10-Feb-10
2051,41631090,19-Jul-12
2052,699961,15-Feb-93
2053,938462,21-Jan-10
2054,125145426,21-Jan-19
2055,194586080,06-Feb-14
2056,511295,04-Jan-08
2057,34087980,31-Jul-12
2058,303777,07-Aug-07
2059,1488667,14-Mar-91
2060,1180700,13-Jan-95
2061,135708553,19-Mar-12
2062,1251971,28-Feb-03
2063,1442991,24-Nov-10
2064,163115376,11-Mar-20
2065,149121408,10-Dec-12
2066,1656270,09-Nov-10
2067,70038236,21-Jan-19
2068,124586823,13-Jan-14
2069,65401463,11-Nov-19
2070,181525276,07-Oct-16
2071,172303240,06-Feb-14
2072,35486051,10-Oct-12
2073,448798,15-Jun-01
2074,160224067,07-Dec-18
2075,1439296,28-Nov-85
2076,127677887,24-Apr-18
2077,198654408,04-Jan-17
2078,183191897,13-Mar-14
2079,68741866,29-Sep-16
2080,89742576,07-Nov-12
2081,196915001,09-Jan-15
2082,555724,19-Dec-96
2083,161846419,01-Mar-13
2084,1170101,19-Mar-04
2085,83777136,18-Nov-19
2086,497286,21-Jan-11
2087,1866189,02-Sep-09
2088,41299446,31-Jan-14
2089,37465671,22-Aug-17
2090,1936988,14-Aug-96
2091,36150169,30-Oct-13
2092,62233,10-Apr-01
2093,1380734,10-Oct-01
2094,69060,20-Aug-09
2095,291225,09-Dec-05
2096,5783324,10-Nov-14
2097,1331962,13-Jan-10
2098,113837851,23-Sep-14
2099,102993487,26-Dec-12
2100,177016863,27-Apr-18
2101,189106682,22-Jan-14
2102,176249711,05-Jun-13
2103,26931705,16-Mar-18
2104,89575394,25-Feb-14
2105,1208005,22-Sep-87
2106,72540978,20-Feb-18
2107,333325,29-May-08
2108,87267763,03-Sep-13
2109,87080388,31-May-17
2110,1807335,16-Nov-09
2111,185360198,01-Apr-13
2112,82716562,16-Mar-20
2113,26587365,20-Mar-13
2114,1536808,05-Sep-97
2115,1480636,12-Jul-99
2116,164708115,06-Jan-17
2117,1265913,01-Jul-04
2118,127850712,06-Dec-13
2119,1132047,11-Dec-08
2120,1852686,15-Nov-11
2121,133614175,24-Jul-18
2122,14251502,24-Aug-18
2123,875804,12-Nov-07
2124,113977,09-Apr-91
2125,16621659,18-May-12
2126,29591699,20-Aug-10
2127,77900977,01-Sep-20
2128,15058619,28-May-20
2129,40891295,29-Jul-16
2130,27558049,08-May-12
2131,71043255,28-Feb-12
2132,36268812,06-Jan-15
2133,97789737,21-Apr-17
2134,150060719,19-Dec-13
2135,136841128,03-Apr-19
2136,41901299,15-Sep-15
2137,50414699,29-Sep-16
2138,904004,07-Nov-06
2139,165226870,11-Mar-20
2140,105980588,21-Feb-19
2141,145170511,31-Jul-07
2142,78790237,17-Jul-14
2143,61437261,28-Dec-11
2144,77635414,24-Jan-20
2145,23285691,30-Jan-18
2146,187896153,13-Aug-19
2147,77714510,05-Feb-19
2148,605317,06-Feb-07
2149,117328054,12-Jan-18
2150,1130863,11-Mar-09
2151,1115822,22-Dec-06
2152,152963329,17-Nov-15
2153,23450593,04-Dec-13
2154,168172253,22-Feb-17
2155,60297472,26-Dec-12
2156,1955012,04-Dec-09
2157,128695984,19-Apr-19
2158,739627,18-Sep-07
2159,45109396,13-Mar-14
2160,35872609,13-Nov-19
2161,9900840,26-May-16
2162,60257694,12-Feb-14
2163,56743447,01-Jul-20
2164,1119043,25-Aug-89
2165,34923253,30-Jan-15
2166,1746860,12-Jan-99
2167,113471710,29-Sep-16
2168,66117851,08-Aug-17
2169,182139414,13-Mar-18
2170,191440216,19-Nov-19
2171,1777512,30-Jun-04
2172,189579322,22-Nov-19
2173,1483775,30-Jan-04
2174,176368360,06-Jan-17
2175,726462,21-Oct-11
2176,35044601,28-Nov-19
2177,176576125,18-Feb-20
2178,94226416,21-Aug-13
2179,12706526,24-Oct-12
2180,197742127,23-Jul-18
2181,4862458,02-Jun-08
2182,1615586,21-Sep-98
2183,52439180,12-Mar-15
2184,8848672,28-Jun-17
2185,85962,21-Jan-10
2186,151407307,17-May-17
2187,80177233,14-Jun-16
2188,35613647,10-Oct-19
2189,111283103,06-Dec-13
2190,455770,09-Aug-01
2191,55034019,07-Jun-13
2192,191686,28-Mar-07
2193,40806035,18-Dec-17
2194,60041573,27-Nov-12
2195,1871948,18-Mar-84
2196,71622141,01-Mar-12
2197,33550453,07-Aug-15
2198,101729460,12-Feb-14
2199,25237604,10-Jul-14
2200,197057,03-Feb-09
2201,188298713,08-Oct-09
2202,195182414,01-Sep-17
2203,1567114,22-Aug-06
2204,196734157,08-Dec-17
2205,112477707,01-Oct-14
2206,323301,05-Jul-00
2207,139582129,08-Aug-14
2208,93822771,09-May-13
2209,61574847,29-Sep-16
2210,63681352,01-Sep-09
2211,904272,20-Dec-04
2212,84703230,08-Oct-09
2213,78848376,10-Jul-14
2214,768663,11-Jul-08
2215,257468,31-Mar-93
2216,583407,29-Jan-10
2217,161555589,05-Oct-15
2218,88347937,12-Sep-13
2219,43319841,02-Jul-13
2220,140349624,12-Sep-17
2221,55338797,24-Apr-17
2222,124440354,19-Dec-19
2223,81083017,11-Aug-15
2224,173796640,24-Jun-19
2225,113933817,13-Apr-18
2226,159250328,17-Jul-14
2227,198494348,12-Feb-18
2228,53024305,20-Mar-14
2229,154843652,04-Feb-15
2230,1709298,18-Jul-05
2231,87361816,18-Aug-15
2232,170221787,11-Jul-18
2233,82086194,28-Aug-18
2234,85639029,25-Mar-10
2235,1221800,17-Mar-97
2236,138064043,18-Mar-13
2237,142275472,12-Feb-20
2238,114458082,16-May-17
2239,6120322,02-Jul-13
2240,148001974,12-Jun-13
2241,79701888,13-Jan-17
2242,21387674,05-Jan-18
2243,54045806,04-Oct-18
2244,1912893,07-Jun-99
2245,16556397,18-Dec-15
2246,1566998,22-Jan-98
2247,727061,02-Mar-98
2248,105697673,18-Jan-19
2249,75884014,15-Feb-18
2250,941721,10-Apr-98
2251,1458345,13-Jul-00
2252,159074097,11-Mar-11
2253,58635339,11-Mar-20
2254,184793278,15-Dec-10
2255,134556408,18-Sep-13
2256,175389915,21-Jun-12
2257,167493137,22-Jul-13
2258,889822,19-Aug-05
2259,94937818,02-Feb-12
2260,109068621,07-Sep-09
2261,74531997,12-Jul-13
2262,157731587,22-Mar-13
2263,1753799,09-Apr-91
2264,1966896,29-Sep-08
2265,79270506,11-Jun-20
2266,273890,27-Jun-01
2267,162701198,29-Sep-16
2268,105944689,24-Aug-09
2269,93603865,12-Apr-19
2270,154737431,06-Feb-12
2271,100525768,29-Aug-18
2272,23879602,02-Jan-13
2273,68258802,10-Aug-18
2274,58165465,02-Jul-10
2275,931314,11-Jul-94
2276,39628787,16-Mar-18
2277,176916712,24-Sep-19
2278,184198575,11-Jan-18
2279,113419,25-Sep-95
2280,5156094,18-Jul-13
2281,1035361,30-Jul-98
2282,563647,24-Jan-07
2283,122580256,01-Oct-15
2284,146793201,10-Sep-12
2285,140461154,09-Jan-14
2286,192482052,24-Jul-19
2287,692825,21-Jan-10
2288,85355910,20-Nov-15
2289,57569185,01-Sep-17
2290,1480693,04-Jan-08
2291,16700695,01-Sep-20
2292,148448834,14-Mar-19
2293,121619960,30-Jul-18
2294,154744692,13-Feb-12
2295,1344400,03-Apr-06
2296,26285531,20-Dec-18
2297,126612679,14-Aug-20
2298,7044752,04-Jul-13
2299,130003818,10-May-18
2300,102493982,18-Apr-12
2301,87526396,11-Aug-10
2302,128154278,22-Jul-20
2303,196268946,28-Aug-18
2304,11791144,
2305,70181755,20-Aug-10
2306,138893318,20-Sep-12
2307,1930411,16-Jul-07
2308,196033771,19-Jul-07
2309,1682000,18-Jun-03
2310,82271301,06-Feb-12
2311,121302520,20-Sep-12
2312,159378927,10-May-18
2313,84898350,26-Dec-12
2314,119933840,22-Apr-08
2315,121865655,08-Oct-18
2316,36822012,10-Nov-14
2317,6368402,18-Aug-10
2318,1896562,18-Mar-04
2319,781633,10-Mar-04
2320,1111328,03-Jul-03
2321,149258592,08-Dec-14
2322,37463710,30-Jun-11
2323,39022757,11-Oct-18
2324,90748325,24-Feb-20
2325,151158220,08-May-17
2326,40710410,23-Sep-08
2327,139767797,18-Jul-18
2328,1990049,21-Jul-98
2329,184104065,06-May-13
2330,14790249,07-Nov-12
2331,1711554,15-Dec-98
2332,54687,25-Jan-07
2333,156947439,05-Jan-18
2334,1927065,02-Mar-06
2335,109268,10-Jul-95
2336,21883251,11-Oct-13
2337,185366499,16-Jan-18
2338,97788919,07-Oct-16
2339,1957018,06-Jul-09
2340,1166311,09-Jun-93
2341,1468684,15-May-02
2342,168874028,29-Sep-16
2343,130295469,29-Aug-16
2344,112964655,06-Feb-19
2345,39392063,07-Oct-16
